-1570.36,3399.54,17549.92
-2285.36,4567.54,11717.92
-4063.36,3797.54,14779.92
-3448.36,2470.54,14725.92
-716.36,651.54,13938.92
-3477.36,1189.54,16503.92
-2424.36,-366.46,16371.92
-2030.36,-223.46,14632.92
-1070.36,-3436.46,17554.92
-4979.36,809.54,18383.92
-6430.36,-789.46,18529.92
-4293.36,-514.46,14732.92
-5627.36,-29.46,20723.92
-5003.36,-1373.46,23840.92
-884.36,-1207.46,23607.92
912.64,1579.54,21211.92
6872.64,-827.46,17074.92
1968.64,4092.54,5699.92
6091.64,5428.54,6131.92
3303.64,10698.54,-887.08
-2651.36,16738.54,-3234.08
-2596.36,18446.54,-1115.08
-759.36,16869.54,1330.92
2059.64,17328.54,-5070.08
4059.64,15379.54,-2015.08
3585.64,16932.54,2789.92
-2286.36,13258.54,12721.92
1958.64,5710.54,14509.92
-2938.36,1460.54,16679.92
-13261.36,4064.54,12266.92
-26253.36,11150.54,12935.92
-20058.36,13199.54,14102.92
-11119.36,7915.54,-7306.08
-13250.36,10944.54,-77.08
-20278.36,11488.54,-519.08
-24274.36,14927.54,4235.92
-8200.36,8320.54,1299.92
4774.64,5003.54,-1422.08
3465.64,6590.54,10040.92
2863.64,5054.54,10360.92
4322.64,1362.54,16405.92
85.64,1642.54,23422.92
1001.64,69.54,15268.92
-809.36,619.54,16038.92
-4836.36,1555.54,17343.92
-4814.36,311.54,16220.92
-4619.36,-575.46,19241.92
-4100.36,489.54,13697.92
-8202.36,-578.46,14108.92
-8858.36,289.54,15489.92
-5607.36,-353.46,14634.92
-3355.36,-139.46,15820.92
-3728.36,-526.46,16151.92
795.64,-521.46,15982.92
354.64,-420.46,16288.92
350.64,-153.46,16421.92
371.64,-156.46,16414.92
347.64,-187.46,16393.92
366.64,-194.46,16414.92
357.64,-225.46,16388.92
373.64,-268.46,16393.92
363.64,-250.46,16414.92
365.64,-212.46,16398.92
367.64,-202.46,16393.92
372.64,-222.46,16397.92
371.64,-188.46,16398.92
362.64,-233.46,16395.92
