-0.94,-22.42,-6.54
-4.94,8.58,-0.54
2.06,26.58,3.46
-0.94,0.58,0.46
-3.94,18.58,4.46
-2.94,3.58,7.46
-0.94,2.58,-0.54
7.06,13.58,0.46
2.06,-9.42,-2.54
-4.94,0.58,-3.54
-7.94,9.58,-2.54
-1.94,8.58,-5.54
0.06,-4.42,-10.54
1.06,17.58,-1.54
3.06,16.58,5.46
-0.94,-6.42,-4.54
3.06,7.58,-3.54
3.06,13.58,0.46
7.06,7.58,1.46
8.06,0.58,-5.54
5.06,4.58,-3.54
7.06,-2.42,-2.54
0.06,6.58,-2.54
7.06,14.58,-1.54
1.06,-1.42,-5.54
1.06,7.58,-5.54
-0.94,1.58,-3.54
-2.94,15.58,-7.54
1.06,8.58,-4.54
11.06,4.58,5.46
-2.94,1.58,-0.54
-5.94,2.58,2.46
-1.94,2.58,-6.54
-0.94,1.58,-4.54
1.06,12.58,-10.54
-0.94,-3.42,-2.54
13.06,-2.42,2.46
-9.94,-5.42,-1.54
4.06,-30.42,-2.54
-7.94,-37.42,-2.54
-7.94,-22.42,-5.54
0.06,-17.42,-7.54
-2.94,-25.42,-2.54
4.06,-6.42,2.46
4.06,10.58,3.46
11.06,12.58,-7.54
2.06,7.58,-3.54
-5.94,0.58,-7.54
4.06,32.58,-4.54
-7.94,-45.42,-7.54
-6.94,-55.42,-9.54
-7.94,-70.42,-3.54
-13.94,-110.42,-1.54
-9.94,-52.42,-4.54
-41.94,-156.42,-8.54
-108.94,-244.42,-18.54
-121.94,-852.42,-180.54
65.06,78.58,-780.54
-57.94,455.58,796.46
-89.94,-18.42,80.46
44.06,-51.42,-2212.54
137.06,79.58,-1877.54
70.06,-38.42,-2182.54
93.06,-251.42,-1113.54
-83.94,-186.42,606.46
-710.94,-4493.42,1171.46
-1025.94,-7462.42,1629.46
-812.94,-3848.42,-690.54
-519.94,-14623.42,533.46
-626.94,-22350.42,2004.46
-3434.94,-32827.42,-1915.54
-1727.94,-29690.42,3209.46
-2510.94,-32827.42,12696.46
-3819.94,-22405.42,7580.46
-1570.94,-32827.42,-3800.54
-1632.94,-25831.42,-3744.54
-263.94,-18613.42,-7732.54
-1013.94,-19792.42,-6790.54
-3788.94,-13863.42,-5615.54
-4407.94,-6090.42,-10310.54
-3379.94,-8141.42,1046.46
-3745.94,-18037.42,-576.54
-3042.94,-13267.42,-3069.54
-3349.94,-7889.42,-5781.54
468.06,-16433.42,1163.46
692.06,-9924.42,69.46
589.06,-14920.42,-2430.54
2507.06,-9987.42,-1820.54
4673.06,-9685.42,3196.46
-231.94,4835.58,-862.54
847.06,15163.58,-772.54
-1428.94,30320.58,-2763.54
-1618.94,32707.58,-5505.54
-1459.94,32516.58,-3865.54
-7681.94,32707.58,-4128.54
-6118.94,32707.58,806.46
-1164.94,32707.58,5208.46
-820.94,32707.58,444.46
1229.06,23670.58,3792.46
951.06,18903.58,595.46
3854.06,29720.58,9885.46
1124.06,21317.58,3461.46
6444.06,17332.58,254.46
3297.06,14806.58,-641.54
1573.06,10700.58,-1733.54
-932.94,10357.58,-2218.54
-4277.94,12852.58,-1606.54
-7573.94,7829.58,-1506.54
-6270.94,9292.58,-492.54
-8677.94,14225.58,2084.46
